ID,카테고리,아이템,원본 크기 XYZ(m),조정 크기 XYZ(m),축소 배율,비고,프리팹,원본 에셋,패키지
fantasy_3275e41797,판타지 소품,창 09-005,0.325 × 1.967 × 0.101,0.179 × 1.085 × 0.055,0.5515683889389038,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_3275e41797.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_09_Spear_005.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_4345b04326,판타지 소품,투척칼 09-003,0.044 × 0.342 × 0.017,0.044 × 0.342 × 0.017,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_4345b04326.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_09_Throwing_Knife_003.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_37d6861cd7,판타지 소품,단검 10-002,0.153 × 0.618 × 0.041,0.153 × 0.618 × 0.041,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_37d6861cd7.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_10_Dagger_002.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_fe920f3a01,판타지 소품,횃불 10-001,0.157 × 0.975 × 0.142,0.157 × 0.975 × 0.142,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_fe920f3a01.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_10_Torch_001.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_c590d4692e,판타지 소품,도끼 11-002,0.384 × 1.200 × 0.080,0.348 × 1.085 × 0.072,0.9042336940765381,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_c590d4692e.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_11_Axe_One_Handed_002.prefab,Free Low Poly Fantasy RPG Weapons
fantasy_40d988c484,판타지 소품,검 11-003,0.332 × 1.057 × 0.054,0.332 × 1.057 × 0.054,1.0,,Assets/_Game/Content/ItemCollection/Prefabs/fantasy/fantasy_40d988c484.prefab,Assets/ItemSources/Free_Low_Poly_Fantasy_RPG_Weapons/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_11_Sword_One-Handed_003.prefab,Free Low Poly Fantasy RPG Weapons
reserve_652bb3ef19,보류·부품·모형,Frame,2.122 × 0.000 × 1.464,0.427 × 0.000 × 0.295,0.20134179294109344,전시용 프레임,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_652bb3ef19.prefab,Assets/ItemSources/Food_FREE_Low_Poly_3D_Models_Pack/ithappy/Food_Free/Prefabs/Frame.prefab,Food FREE - Low Poly 3D Models Pack
reserve_6befb51510,보류·부품·모형,탄약케이스,0.535 × 0.372 × 0.260,0.427 × 0.297 × 0.208,0.7979594469070435,탄약 보관함: 총기·폭발물에서 제외,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_6befb51510.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/AmmoCase.prefab,Low Poly Basic Items Pack - Household Items
reserve_756b263194,보류·부품·모형,탄약상자,1.329 × 0.476 × 0.752,0.427 × 0.153 × 0.242,0.3214057981967926,탄약 보관함: 총기·폭발물에서 제외,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_756b263194.prefab,Assets/ItemSources/Low_Poly_Basic_Items_Pack_Household_Items/Kabungus/HouseholdItems/Prefabs/AmmoCrate.prefab,Low Poly Basic Items Pack - Household Items
reserve_274c3559a8,보류·부품·모형,mesh_Ambulance_01,2.125 × 1.997 × 4.225,0.198 × 0.186 × 0.393,0.09301327168941498,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_274c3559a8.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/Ambulance_01/mesh_Ambulance_01.fbx,Low Poly Road Vehicles Free Package
reserve_ced4e06e6c,보류·부품·모형,mesh_Bus_01,1.853 × 2.085 × 6.343,0.115 × 0.129 × 0.393,0.06195797771215439,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_ced4e06e6c.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/Bus_01/mesh_Bus_01.fbx,Low Poly Road Vehicles Free Package
reserve_713e2cd7e4,보류·부품·모형,mesh_Bus_02,1.836 × 2.206 × 6.333,0.114 × 0.137 × 0.393,0.06205953657627106,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_713e2cd7e4.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/Bus_02/mesh_Bus_02.fbx,Low Poly Road Vehicles Free Package
reserve_126f812ffa,보류·부품·모형,mesh_Pickup_01,2.137 × 1.754 × 4.949,0.170 × 0.139 × 0.393,0.07941574603319168,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_126f812ffa.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/Pickup_01/mesh_Pickup_01.fbx,Low Poly Road Vehicles Free Package
reserve_84b1c486c9,보류·부품·모형,mesh_Sedan_01,1.954 × 1.248 × 3.882,0.198 × 0.126 × 0.393,0.1012495756149292,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_84b1c486c9.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/Sedan_01/mesh_Sedan_01.fbx,Low Poly Road Vehicles Free Package
reserve_e0a9d8a2be,보류·부품·모형,mesh_SportCar_01,2.044 × 1.314 × 3.976,0.202 × 0.130 × 0.393,0.09885994344949722,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_e0a9d8a2be.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/SportCar_01/mesh_SportCar_01.fbx,Low Poly Road Vehicles Free Package
reserve_c0f79ac910,보류·부품·모형,mesh_Truck_01,2.253 × 2.712 × 4.540,0.195 × 0.235 × 0.393,0.08656159043312073,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_c0f79ac910.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/Truck_01/mesh_Truck_01.fbx,Low Poly Road Vehicles Free Package
reserve_b645cb2f43,보류·부품·모형,mesh_Truck_02,2.215 × 2.245 × 3.371,0.258 × 0.262 × 0.393,0.11658720672130585,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_b645cb2f43.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/Truck_02/mesh_Truck_02.fbx,Low Poly Road Vehicles Free Package
reserve_219e3eafff,보류·부품·모형,mesh_TruckContainer_01,1.989 × 2.470 × 6.370,0.123 × 0.152 × 0.393,0.061695169657468796,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_219e3eafff.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/TruckContainer_01/mesh_TruckContainer_01.fbx,Low Poly Road Vehicles Free Package
reserve_4ba9daec07,보류·부품·모형,mesh_Van_01,2.251 × 1.515 × 3.684,0.240 × 0.162 × 0.393,0.10669536888599396,"차량 10종: 모형 후보, 최소 20개 미달",Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_4ba9daec07.prefab,Assets/ItemSources/Low_Poly_Road_Vehicles_Free_Package/YelScryptFireStudio/LowPolyRoadVehiclesFreePackage/Vehicles/Van_01/mesh_Van_01.fbx,Low Poly Road Vehicles Free Package
reserve_f1c3736732,보류·부품·모형,레이저표적지시기,0.053 × 0.028 × 0.102,0.053 × 0.028 × 0.102,1.0,무기 부속품: 총기 개수에서 제외; 원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_f1c3736732.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/ANPEQ15.prefab,Low Poly Weapons VOL1
reserve_86caf0d382,보류·부품·모형,조준경,0.054 × 0.081 × 0.163,0.054 × 0.081 × 0.163,1.0,무기 부속품: 총기 개수에서 제외; 원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_86caf0d382.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/ELCAN.prefab,Low Poly Weapons VOL1
reserve_fb2a06ccb2,보류·부품·모형,조준경,0.057 × 0.103 × 0.159,0.057 × 0.103 × 0.159,1.0,무기 부속품: 총기 개수에서 제외; 원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_fb2a06ccb2.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/SR_Scope_00.prefab,Low Poly Weapons VOL1
reserve_a9b09ad28b,보류·부품·모형,장거리조준경,0.047 × 0.058 × 0.292,0.047 × 0.058 × 0.292,1.0,무기 부속품: 총기 개수에서 제외; 원본 팩의 메시·텍스처 참조를 제공된 FBX·팔레트로 복구,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_a9b09ad28b.prefab,Assets/ItemSources/Low_Poly_Weapons_VOL1/Low Poly Weapons VOL.1/Prefabs/TAN_LR_Scope_01.prefab,Low Poly Weapons VOL1
reserve_a8541acb3f,보류·부품·모형,TraderTable,0.794 × 0.841 × 1.193,0.262 × 0.277 × 0.393,0.3294706344604492,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_a8541acb3f.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/TraderTable.prefab,RPG Food Props DEMO
reserve_d569f3607a,보류·부품·모형,TraderTent,1.914 × 2.779 × 2.697,0.279 × 0.405 × 0.393,0.14570441842079163,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_d569f3607a.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/TraderTent.prefab,RPG Food Props DEMO
reserve_15b09faa79,보류·부품·모형,WoodenBox1 Apple,0.640 × 0.266 × 0.439,0.427 × 0.178 × 0.293,0.6678259372711182,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_15b09faa79.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox1 Apple.prefab,RPG Food Props DEMO
reserve_34e6cefb14,보류·부품·모형,WoodenBox1 Bottle1,0.640 × 0.330 × 0.439,0.427 × 0.220 × 0.293,0.6678259372711182,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_34e6cefb14.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox1 Bottle1.prefab,RPG Food Props DEMO
reserve_cffe90111b,보류·부품·모형,WoodenBox1 Bottle2,0.640 × 0.319 × 0.439,0.427 × 0.213 × 0.293,0.6678259372711182,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_cffe90111b.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox1 Bottle2.prefab,RPG Food Props DEMO
reserve_da466bb88e,보류·부품·모형,WoodenBox1 Cheese,0.640 × 0.265 × 0.439,0.427 × 0.177 × 0.293,0.6678259372711182,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_da466bb88e.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox1 Cheese.prefab,RPG Food Props DEMO
reserve_ca0798d214,보류·부품·모형,WoodenBox1 Orange,0.640 × 0.251 × 0.439,0.427 × 0.168 × 0.293,0.6678259372711182,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_ca0798d214.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox1 Orange.prefab,RPG Food Props DEMO
reserve_bfe5f0b58d,보류·부품·모형,WoodenBox1 Tomato,0.640 × 0.273 × 0.439,0.427 × 0.182 × 0.293,0.6678259372711182,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_bfe5f0b58d.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox1 Tomato.prefab,RPG Food Props DEMO
reserve_bd236129af,보류·부품·모형,WoodenBox1,0.640 × 0.217 × 0.439,0.427 × 0.145 × 0.293,0.6678259372711182,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_bd236129af.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox1.prefab,RPG Food Props DEMO
reserve_e87733c56c,보류·부품·모형,WoodenBox2 Pumpkin,0.691 × 0.400 × 0.639,0.425 × 0.246 × 0.393,0.6146965622901917,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_e87733c56c.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox2 Pumpkin.prefab,RPG Food Props DEMO
reserve_cf29175da1,보류·부품·모형,WoodenBox2 Watermelon,0.640 × 0.261 × 0.639,0.393 × 0.161 × 0.393,0.6146965622901917,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_cf29175da1.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox2 Watermelon.prefab,RPG Food Props DEMO
reserve_42ef832a53,보류·부품·모형,WoodenBox2,0.640 × 0.217 × 0.639,0.393 × 0.133 × 0.393,0.6146965622901917,환경 구조물/내용물이 담긴 세트,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_42ef832a53.prefab,Assets/ItemSources/RPG_Food_Props_DEMO/RPG FOOD PROPS/UNIVERSAL RENDER PIPELINE/Prefabs/WoodenBox2.prefab,RPG Food Props DEMO
reserve_6615101f8f,보류·부품·모형,칼 001,0.067 × 0.553 × 0.152,0.067 × 0.553 × 0.152,1.0,근접무기 또는 무기 부속품: 총기·폭발물에서 제외,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_6615101f8f.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/knife_001.prefab,Weapons FREE - Low Poly 3D Models Pack
reserve_8793e53949,보류·부품·모형,드럼탄창 001,0.090 × 0.092 × 0.076,0.090 × 0.092 × 0.076,1.0,근접무기 또는 무기 부속품: 총기·폭발물에서 제외,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_8793e53949.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/pistol_drum_001.prefab,Weapons FREE - Low Poly 3D Models Pack
reserve_aeee61587f,보류·부품·모형,소총탄창 001,0.049 × 0.322 × 0.250,0.049 × 0.322 × 0.250,1.0,근접무기 또는 무기 부속품: 총기·폭발물에서 제외,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_aeee61587f.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/rifle_magazine_001.prefab,Weapons FREE - Low Poly 3D Models Pack
reserve_6530183c41,보류·부품·모형,산탄총손잡이 001,0.083 × 0.104 × 0.292,0.083 × 0.104 × 0.292,1.0,근접무기 또는 무기 부속품: 총기·폭발물에서 제외,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_6530183c41.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/shotgun_handguard_001.prefab,Weapons FREE - Low Poly 3D Models Pack
reserve_1a47a3298b,보류·부품·모형,조준경 001,0.160 × 0.174 × 0.681,0.092 × 0.101 × 0.393,0.5772666931152344,근접무기 또는 무기 부속품: 총기·폭발물에서 제외,Assets/_Game/Content/ItemCollection/Prefabs/reserve/reserve_1a47a3298b.prefab,Assets/ItemSources/Weapons_FREE_Low_Poly_3D_Models_Pack/ithappy/Weapons_FREE/Prefabs/sight_001.prefab,Weapons FREE - Low Poly 3D Models Pack
